LemonEntry,partOfSpeech,gender,writtenFormNominative(singular),writtenFormNominative (plural),writtenFormSingular (accusative),writtenFormSingular (dative),writtenFormSingular (genetive),preposition,SyntacticFrame,copulativeArg,prepositionalAdjunct,sense,reference,domain,range
Grund,noun,masculine,Grund,Gründe,Grund,Grunde,Grunds,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Universität,noun,feminine,Universität,Universitäten,Universität,Universität,Universität,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
River,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Eigentümer,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Sportif,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Wettbewerb,noun,masculine,Wettbewerb,Wettbewerbe,Wettbewerb,Wettbewerbe,Wettbewerbs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Fußballverbands,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Castingshow,noun,feminine,Castingshow,Castingshows,Castingshow,Castingshow,Castingshow,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Sabz,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Qatar,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
APL,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Maidan,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
MNL-2,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Borough,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Singapur,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Veikkausliiga,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Indien,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
AmapÃ¡,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Tuvalu,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Profi-Fußballverein,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Rivale,noun,masculine,Rivale,Rivalen,Rivalen,Rivalen,Rivalen,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Recreation,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Ghana,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Bölgesel,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Aktiengesellschaft,noun,feminine,Aktiengesellschaft,Aktiengesellschaften,Aktiengesellschaft,Aktiengesellschaft,Aktiengesellschaft,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Lancashire,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Profesionalen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Roraima,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Profi-Fußballmannschaft,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Namensänderung,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Vista,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Foot,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Frauenfußballmannschaft,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Mitte,noun,feminine,Mitte,Mitten,Mitte,Mitte,Mitte,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Fussballclub,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Gemeinschaft,noun,feminine,Gemeinschaft,Gemeinschaften,Gemeinschaft,Gemeinschaft,Gemeinschaft,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Vereinsnamen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Blau-Weiß,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Unternehmen,noun,neuter,Unternehmen,Unternehmen,Unternehmen,Unternehmen,Unternehmens,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
North/Eastern,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
African,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Chinesisch,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Emirate,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Moadon,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Racing,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Lyga,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Küstenstadt,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Fußballklubs,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Landkreis,noun,masculine,Landkreis,Landkreise,Landkreis,Landkreise,Landkreises,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Fußballvereinen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Villa,noun,feminine,Villa,Villen,Villa,Villa,Villa,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Idrottsföreningen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Frauenmannschaft,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
GrÃªmio,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Campus,noun,masculine,Campus,Campus,Campus,Campus,Campus,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Kuwaiti,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
OlÃ­mpico,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
RondÃ´nia,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Umzug,noun,masculine,Umzug,Umzüge,Umzug,Umzuge,Umzugs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Premjer-Liha,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Fußballmeisterschaft,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
ringen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Platzierung,noun,feminine,Platzierung,Platzierungen,Platzierung,Platzierung,Platzierung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
UAE,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Pokalsieg,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Saint,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Blue,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Lokalrivalen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
siegen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
CÃ³rdoba,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Melbourne,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Nationalmannschaft,noun,feminine,Nationalmannschaft,Nationalmannschaften,Nationalmannschaft,Nationalmannschaft,Nationalmannschaft,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Partien,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Premierensaison,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Argentinien,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Frauenfußballliga,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Frankreich,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Kasachstans,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
CorporaciÃ³n,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Kopenhagen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Carlos,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
A-Division,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Fußballpokals,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Erstligateams,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Funafuti,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Irland,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Frauenfußballteam,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Trinidad,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Rangun,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
PFK,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Tobago,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
la,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Dakar,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Jahrhundert,noun,neuter,Jahrhundert,Jahrhunderte,Jahrhundert,Jahrhundert,Jahrhunderts,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
S.A.D.,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Fußballverbandes,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
DivisiÃ³,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Reds,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Stadtrivale,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
UEFA-Transkription,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Junior,noun,masculine,Junior,Junioren,Junior,Junior,Juniors,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Warriors,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Hanja,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Ungarn,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
ChosÅn'gÅ­l,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Rivalität,noun,feminine,Rivalität,Rivalitäten,Rivalität,Rivalität,Rivalität,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Antwerpen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Malta,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Trabzonspor,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Janeiro,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Vorgängerverein,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Stadtbezirk,noun,masculine,Stadtbezirk,Stadtbezirke,Stadtbezirk,Stadtbezirke,Stadtbezirks,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
EspÃ­rito,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Esportivo,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Türkei,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Arabian,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Amateur,noun,masculine,Amateur,Amateure,Amateur,Amateur,Amateurs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Spanien,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Konkurs,noun,masculine,Konkurs,Konkurse,Konkurs,Konkurse,Konkurses,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
UniÃ£o,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Provinzhauptstadt,noun,feminine,Provinzhauptstadt,Provinzhauptstädte,Provinzhauptstadt,Provinzhauptstadt,Provinzhauptstadt,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Lokalrivale,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Georgien,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Sparta,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Prva,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Superliga,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Hauptsponsor,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Nationalspieler,noun,masculine,Nationalspieler,Nationalspieler,Nationalspieler,Nationalspieler,Nationalspielers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Esiliiga,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
PagÃ¡,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
UEFA-Pokal,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
CuraÃ§ao,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Ägypten,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Belgrad,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Norte,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Profifußballs,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Kairo,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Sitzplatz,noun,masculine,Sitzplatz,Sitzplätze,Sitzplatz,Sitzplatze,Sitzplatzes,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Superiore,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Mexiko-Stadt,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Federation,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Authority,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Cricket,noun,neuter,Cricket,,Cricket,Cricket,Crickets,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Schottland,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Polen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Libreville,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
Vorstadt,noun,feminine,Vorstadt,Vorstädte,Vorstadt,Vorstadt,Vorstadt,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SportsClub,http://dbpedia.org/ontology/Stadium
