LemonEntry,partOfSpeech,writtenForm,comparative,superlative_singular,superlative_plural,SyntacticFrame,predFrame,sense,reference,oils:boundTo,oils:degree,domain,range,preposition
südlich,adjective,südlich,südlicheren,südlichstes,südlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/areaCode,oils:high,dbo:Person,dbo:Person,in
groß,adjective,groß,grösseren,grössestes,grössesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/areaCode,oils:high,dbo:Person,dbo:Person,in
niedrig,adjective,niedrig,niedrigeren,niedrigstes,niedrigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/capital,oils:high,dbo:Person,dbo:Person,in
historisch,adjective,historisch,historischeren,historischstes,historischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/populationTotal,oils:high,dbo:Person,dbo:Person,in
groß,adjective,groß,grösseren,grössestes,grössesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/populationTotal,oils:high,dbo:Person,dbo:Person,in
stark,adjective,stark,stärkeren,stärkstes,stärksten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/areaCode,oils:high,dbo:Person,dbo:Person,in
klein,adjective,klein,kleineren,kleinstes,kleinsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/populationTotal,oils:high,dbo:Person,dbo:Person,in
gelegen,adjective,gelegen,gelegeneren,gelegenstes,gelegensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/areaCode,oils:high,dbo:Person,dbo:Person,in
tief,adjective,tief,tieferen,tiefstes,tiefsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/populationTotal,oils:high,dbo:Person,dbo:Person,in
groß,adjective,groß,grösseren,grössestes,grössesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/capital,oils:high,dbo:Person,dbo:Person,in
gleich,adjective,gleich,gleicheren,gleichstes,gleichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/capital,oils:high,dbo:Person,dbo:Person,in
tief,adjective,tief,tieferen,tiefstes,tiefsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/capital,oils:high,dbo:Person,dbo:Person,in
aufgelöst,adjective,aufgelöst,aufgelösteren,aufgelöstestes,aufgelöstesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/capital,oils:high,dbo:Person,dbo:Person,in
weitgehend,adjective,weitgehend,weitergehenden,weitestgehendes,weitestgehenden,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/populationTotal,oils:high,dbo:Person,dbo:Person,in
östlich,adjective,östlich,östlicheren,östlichstes,östlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/areaCode,oils:high,dbo:Person,dbo:Person,in
klein,adjective,klein,kleineren,kleinstes,kleinsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/capital,oils:high,dbo:Person,dbo:Person,in
zentral,adjective,zentral,zentraleren,zentralstes,zentralsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/populationTotal,oils:high,dbo:Person,dbo:Person,in
weitgehend,adjective,weitgehend,weitergehenden,weitestgehendes,weitestgehenden,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/capital,oils:high,dbo:Person,dbo:Person,in
klein,adjective,klein,kleineren,kleinstes,kleinsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/areaCode,oils:high,dbo:Person,dbo:Person,in
vollständig,adjective,vollständig,vollständigeren,vollständigstes,vollständigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/capital,oils:high,dbo:Person,dbo:Person,in
deutsch,adjective,deutsch,deutscheren,deutschestes,deutschesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/areaCode,oils:high,dbo:Person,dbo:Person,in
früh,adjective,früh,früheren,frühestes,frühesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/capital,oils:high,dbo:Person,dbo:Person,in
gelegen,adjective,gelegen,gelegeneren,gelegenstes,gelegensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/capital,oils:high,dbo:Person,dbo:Person,in
nördlich,adjective,nördlich,nördlicheren,nördlichstes,nördlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/areaCode,oils:high,dbo:Person,dbo:Person,in
deutsch,adjective,deutsch,deutscheren,deutschestes,deutschesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/capital,oils:high,dbo:Person,dbo:Person,in
südlich,adjective,südlich,südlicheren,südlichstes,südlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
nördlich,adjective,nördlich,nördlicheren,nördlichstes,nördlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
englisch,adjective,englisch,englischeren,englischstes,englischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
gelegen,adjective,gelegen,gelegeneren,gelegenstes,gelegensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
östlich,adjective,östlich,östlicheren,östlichstes,östlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
westlich,adjective,westlich,westlicheren,westlichstes,westlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
englisch,adjective,englisch,englischeren,englischstes,englischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
spanisch,adjective,spanisch,spanischeren,spanischstes,spanischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
gelegen,adjective,gelegen,gelegeneren,gelegenstes,gelegensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
südlich,adjective,südlich,südlicheren,südlichstes,südlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
national,adjective,national,nationaleren,nationalstes,nationalsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
östlich,adjective,östlich,östlicheren,östlichstes,östlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
britisch,adjective,britisch,britischeren,britischstes,britischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
spanisch,adjective,spanisch,spanischeren,spanischstes,spanischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
russisch,adjective,russisch,russischeren,russischstes,russischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
offiziell,adjective,offiziell,offizielleren,offiziellstes,offiziellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
westlich,adjective,westlich,westlicheren,westlichstes,westlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
groß,adjective,groß,grösseren,grössestes,grössesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
direkt,adjective,direkt,direkteren,direktestes,direktesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
national,adjective,national,nationaleren,nationalstes,nationalsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
wichtig,adjective,wichtig,wichtigeren,wichtigstes,wichtigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
nördlich,adjective,nördlich,nördlicheren,nördlichstes,nördlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
allgemein,adjective,allgemein,allgemeineren,allgemeinstes,allgemeinsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
öffentlich,adjective,öffentlich,öffentlicheren,öffentlichstes,öffentlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
deutsch,adjective,deutsch,deutscheren,deutschestes,deutschesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
offiziell,adjective,offiziell,offizielleren,offiziellstes,offiziellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
breit,adjective,breit,breiteren,breitestes,breitesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
britisch,adjective,britisch,britischeren,britischstes,britischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
indonesisch,adjective,indonesisch,indonesischeren,indonesischstes,indonesischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
griechisch,adjective,griechisch,griechischeren,griechischstes,griechischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
heutig,adjective,heutig,heutigeren,heutigstes,heutigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
ursprünglich,adjective,ursprünglich,ursprünglicheren,ursprünglichstes,ursprünglichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
griechisch,adjective,griechisch,griechischeren,griechischstes,griechischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
unmittelbar,adjective,unmittelbar,unmittelbareren,unmittelbarstes,unmittelbarsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
regulär,adjective,regulär,reguläreren,regulärstes,regulärsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
klein,adjective,klein,kleineren,kleinstes,kleinsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
russisch,adjective,russisch,russischeren,russischstes,russischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
kalt,adjective,kalt,kälteren,kältestes,kältesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
klein,adjective,klein,kleineren,kleinstes,kleinsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
früh,adjective,früh,früheren,frühestes,frühesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
alt,adjective,alt,älteren,ältestes,ältesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
früh,adjective,früh,früheren,frühestes,frühesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
primär,adjective,primär,primäreren,primärstes,primärsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
heutig,adjective,heutig,heutigeren,heutigstes,heutigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
deutsch,adjective,deutsch,deutscheren,deutschestes,deutschesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
regelmäßig,adjective,regelmäßig,regelmäßigeren,regelmäßigstes,regelmäßigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
polnisch,adjective,polnisch,polnischeren,polnischstes,polnischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
direkt,adjective,direkt,direkteren,direktestes,direktesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
ukrainisch,adjective,ukrainisch,ukrainischeren,ukrainischstes,ukrainischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
zahlreich,adjective,zahlreich,zahlreicheren,zahlreichstes,zahlreichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
privat,adjective,privat,privateren,privatestes,privatesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
alternativ,adjective,alternativ,alternativeren,alternativstes,alternativsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
wichtig,adjective,wichtig,wichtigeren,wichtigstes,wichtigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
unmittelbar,adjective,unmittelbar,unmittelbareren,unmittelbarstes,unmittelbarsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
malaysisch,adjective,malaysisch,malaysischeren,malaysischstes,malaysischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
kommerziell,adjective,kommerziell,kommerzielleren,kommerziellstes,kommerziellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
neu,adjective,neu,neueren,neustes,neusten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
kalt,adjective,kalt,kälteren,kältestes,kältesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
entfernt,adjective,entfernt,entfernteren,entferntestes,entferntesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
nahegelegen,adjective,nahegelegen,nahegelegeneren,nahegelegenstes,nahegelegensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
lang,adjective,lang,längeren,längstes,längsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
vorrangig,adjective,vorrangig,vorrangigeren,vorrangigstes,vorrangigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
alternativ,adjective,alternativ,alternativeren,alternativstes,alternativsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
verschieden,adjective,verschieden,verschiedneren,verschiedenstes,verschiedensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
niederländisch,adjective,niederländisch,niederländischeren,niederländischstes,niederländischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
entfernt,adjective,entfernt,entfernteren,entferntestes,entferntesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
stark,adjective,stark,stärkeren,stärkstes,stärksten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
ursprünglich,adjective,ursprünglich,ursprünglicheren,ursprünglichstes,ursprünglichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
regelmäßig,adjective,regelmäßig,regelmäßigeren,regelmäßigstes,regelmäßigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/operator,oils:high,dbo:Person,dbo:Person,in
niedersächsisch,adjective,niedersächsisch,niedersächsischeren,niedersächsischstes,niedersächsischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
örtlich,adjective,örtlich,örtlicheren,örtlichstes,örtlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
mexikanisch,adjective,mexikanisch,mexikanischeren,mexikanischstes,mexikanischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
touristisch,adjective,touristisch,touristischeren,touristischstes,touristischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/city,oils:high,dbo:Person,dbo:Person,in
