LemonEntry,partOfSpeech,writtenForm,SyntacticFrame,copulativeSubject,attributiveArg,sense,reference,owl:onProperty,owl:hasValue,domain,range
unmittelbar,adjective,unmittelbar,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
litauisch,adjective,litauisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeEnd,,dbo:Person,dbo:Person
litauisch,adjective,litauisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
südwestlich,adjective,südwestlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
belgisch,adjective,belgisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
alt,adjective,alt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeEnd,,dbo:Person,dbo:Person
alt,adjective,alt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
südafrikanisch,adjective,südafrikanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeEnd,,dbo:Person,dbo:Person
täglich,adjective,täglich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeEnd,,dbo:Person,dbo:Person
weit,adjective,weit,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeEnd,,dbo:Person,dbo:Person
südafrikanisch,adjective,südafrikanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
täglich,adjective,täglich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
weit,adjective,weit,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
liegend,adjective,liegend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeEnd,,dbo:Person,dbo:Person
liegend,adjective,liegend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
hauptsächlich,adjective,hauptsächlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeEnd,,dbo:Person,dbo:Person
hauptsächlich,adjective,hauptsächlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
nahtlos,adjective,nahtlos,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeEnd,,dbo:Person,dbo:Person
mittlerer,adjective,mittlerer,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
nahtlos,adjective,nahtlos,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
deutlich,adjective,deutlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeEnd,,dbo:Person,dbo:Person
bestehend,adjective,bestehend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeEnd,,dbo:Person,dbo:Person
bestehend,adjective,bestehend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
identisch,adjective,identisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeEnd,,dbo:Person,dbo:Person
identisch,adjective,identisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
hoch,adjective,hoch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
befahren,adjective,befahren,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeEnd,,dbo:Person,dbo:Person
befahren,adjective,befahren,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
spanisch,adjective,spanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
komplett,adjective,komplett,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeEnd,,dbo:Person,dbo:Person
komplett,adjective,komplett,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
ungefähr,adjective,ungefähr,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeEnd,,dbo:Person,dbo:Person
ungefähr,adjective,ungefähr,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
befahrbar,adjective,befahrbar,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeEnd,,dbo:Person,dbo:Person
befahrbar,adjective,befahrbar,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
stark,adjective,stark,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeEnd,,dbo:Person,dbo:Person
historisch,adjective,historisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
historisch,adjective,historisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeEnd,,dbo:Person,dbo:Person
parallel,adjective,parallel,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
stark,adjective,stark,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
gleichzeitig,adjective,gleichzeitig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeEnd,,dbo:Person,dbo:Person
regional,adjective,regional,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeEnd,,dbo:Person,dbo:Person
regional,adjective,regional,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/routeStart,,dbo:Person,dbo:Person
ausgewiesen,adjective,ausgewiesen,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/crosses,,dbo:Person,dbo:Person
luxemburgisch,adjective,luxemburgisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/crosses,,dbo:Person,dbo:Person
lokal,adjective,lokal,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/crosses,,dbo:Person,dbo:Person
durchgehend,adjective,durchgehend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/crosses,,dbo:Person,dbo:Person
siegreich,adjective,siegreich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
siegreich,adjective,siegreich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathDate,,dbo:Person,dbo:Person
dreifach,adjective,dreifach,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
neuseeländisch,adjective,neuseeländisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
gemeinnützig,adjective,gemeinnützig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
anerkannt,adjective,anerkannt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
sprachlich,adjective,sprachlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
naturwissenschaftlich,adjective,naturwissenschaftlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
integriert,adjective,integriert,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
niedersächsisch,adjective,niedersächsisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
britisch,adjective,britisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/developer,,dbo:Person,dbo:Person
norwegisch,adjective,norwegisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/capital,,dbo:Person,dbo:Person
nordrhein-westfälisch,adjective,nordrhein-westfälisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/dissolutionDate,,dbo:Person,dbo:Person
eigenständig,adjective,eigenständig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/dissolutionDate,,dbo:Person,dbo:Person
bayerisch,adjective,bayerisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/dissolutionDate,,dbo:Person,dbo:Person
kurdisch,adjective,kurdisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
thüringisch,adjective,thüringisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/dissolutionDate,,dbo:Person,dbo:Person
durchschnittlich,adjective,durchschnittlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/populationTotal,,dbo:Person,dbo:Person
slowakisch,adjective,slowakisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
vereinigt,adjective,vereinigt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/leaderName,,dbo:Person,dbo:Person
niederländisch,adjective,niederländisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/leaderName,,dbo:Person,dbo:Person
belgisch,adjective,belgisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/leaderName,,dbo:Person,dbo:Person
unmittelbar,adjective,unmittelbar,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
wichtig,adjective,wichtig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/leaderName,,dbo:Person,dbo:Person
schriftlich,adjective,schriftlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
niederdeutsch,adjective,niederdeutsch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
hessisch,adjective,hessisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/city,,dbo:Person,dbo:Person
bayerisch,adjective,bayerisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/leaderName,,dbo:Person,dbo:Person
umliegend,adjective,umliegend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/leaderName,,dbo:Person,dbo:Person
niederdeutsch,adjective,niederdeutsch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/city,,dbo:Person,dbo:Person
lang,adjective,lang,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
hessisch,adjective,hessisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
thüringisch,adjective,thüringisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
kaschubisch,adjective,kaschubisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
thüringisch,adjective,thüringisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/city,,dbo:Person,dbo:Person
statistisch,adjective,statistisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
französisch,adjective,französisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/leaderName,,dbo:Person,dbo:Person
westfälisch,adjective,westfälisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/city,,dbo:Person,dbo:Person
kommunal,adjective,kommunal,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/city,,dbo:Person,dbo:Person
niederdeutsch,adjective,niederdeutsch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/leaderName,,dbo:Person,dbo:Person
saarländisch,adjective,saarländisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/city,,dbo:Person,dbo:Person
gemeinsam,adjective,gemeinsam,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
belgisch,adjective,belgisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
sorbisch,adjective,sorbisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/city,,dbo:Person,dbo:Person
brandenburgisch,adjective,brandenburgisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
gemäß,adjective,gemäß,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
plattdeutsch,adjective,plattdeutsch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
kasachisch,adjective,kasachisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
gehörig,adjective,gehörig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/city,,dbo:Person,dbo:Person
neu,adjective,neu,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
dänisch,adjective,dänisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
tschechisch,adjective,tschechisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
sorbisch,adjective,sorbisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
kroatisch,adjective,kroatisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
kyrillisch,adjective,kyrillisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
übrig,adjective,übrig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
üblich,adjective,üblich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
schön,adjective,schön,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
grundlegend,adjective,grundlegend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
westfälisch,adjective,westfälisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
bairisch,adjective,bairisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
statistisch,adjective,statistisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/city,,dbo:Person,dbo:Person
unterer,adjective,unterer,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
liegend,adjective,liegend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
örtlich,adjective,örtlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
verlaufend,adjective,verlaufend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
umliegend,adjective,umliegend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
lokal,adjective,lokal,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
serbisch,adjective,serbisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
slowenisch,adjective,slowenisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
folgend,adjective,folgend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
zugehörig,adjective,zugehörig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
regional,adjective,regional,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
nordfriesisch,adjective,nordfriesisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
saarländisch,adjective,saarländisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
US-amerikanisch,adjective,US-amerikanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/leaderName,,dbo:Person,dbo:Person
preußisch,adjective,preußisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
gehörig,adjective,gehörig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
geprägt,adjective,geprägt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
entstanden,adjective,entstanden,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
gegenüberliegend,adjective,gegenüberliegend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
erreichbar,adjective,erreichbar,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
bekannt,adjective,bekannt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
angrenzend,adjective,angrenzend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
damalig,adjective,damalig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
landwirtschaftlich,adjective,landwirtschaftlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
katholisch,adjective,katholisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
mittelalterlich,adjective,mittelalterlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
überwiegend,adjective,überwiegend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
anerkannt,adjective,anerkannt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/city,,dbo:Person,dbo:Person
weitgehend,adjective,weitgehend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
bedeutend,adjective,bedeutend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
griechisch,adjective,griechisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
kanadisch,adjective,kanadisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/areaCode,,dbo:Person,dbo:Person
anerkannt,adjective,anerkannt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/locatedInArea,,dbo:Person,dbo:Person
niederdeutsch,adjective,niederdeutsch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/locatedInArea,,dbo:Person,dbo:Person
gemäß,adjective,gemäß,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/city,,dbo:Person,dbo:Person
anerkannt,adjective,anerkannt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
staatlich,adjective,staatlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
gemäß,adjective,gemäß,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
niederdeutsch,adjective,niederdeutsch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
belgisch,adjective,belgisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
gemäß,adjective,gemäß,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
unterer,adjective,unterer,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
beliebt,adjective,beliebt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
niederdeutsch,adjective,niederdeutsch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
identisch,adjective,identisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
schwäbisch,adjective,schwäbisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/locatedInArea,,dbo:Person,dbo:Person
plattdeutsch,adjective,plattdeutsch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
