LemonEntry,partOfSpeech,writtenForm,SyntacticFrame,copulativeSubject,attributiveArg,sense,reference,owl:onProperty,owl:hasValue,domain,range
selbständig,adjective,selbständig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/locatedInArea,,dbo:Person,dbo:Person
einheimisch,adjective,einheimisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
gebildet,adjective,gebildet,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
nordfriesisch,adjective,nordfriesisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
kurdisch,adjective,kurdisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
beliebt,adjective,beliebt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
obersorbisch,adjective,obersorbisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
thüringisch,adjective,thüringisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
gegenüberliegend,adjective,gegenüberliegend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
plattdeutsch,adjective,plattdeutsch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
okzitanisch,adjective,okzitanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
niedersächsisch,adjective,niedersächsisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
geprägt,adjective,geprägt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
elsässisch,adjective,elsässisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
mittlerer,adjective,mittlerer,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
liegend,adjective,liegend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
kaschubisch,adjective,kaschubisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
dünn,adjective,dünn,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
örtlich,adjective,örtlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
eigenständig,adjective,eigenständig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
obersorbisch,adjective,obersorbisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
okzitanisch,adjective,okzitanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
gebildet,adjective,gebildet,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
nordwestlich,adjective,nordwestlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/capital,,dbo:Person,dbo:Person
litauisch,adjective,litauisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/deathPlace,,dbo:Person,dbo:Person
niedersorbisch,adjective,niedersorbisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
westafrikanisch,adjective,westafrikanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
schriftlich,adjective,schriftlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
bretonisch,adjective,bretonisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
pazifisch,adjective,pazifisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
preußisch,adjective,preußisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
groß,adjective,groß,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
vereinigt,adjective,vereinigt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
gemeinsam,adjective,gemeinsam,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
enthalten,adjective,enthalten,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
enthalten,adjective,enthalten,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
enthalten,adjective,enthalten,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
kanadisch,adjective,kanadisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
schwedisch,adjective,schwedisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
erfolgreich,adjective,erfolgreich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
sinngemäß,adjective,sinngemäß,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
veröffentlicht,adjective,veröffentlicht,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
estnisch,adjective,estnisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/musicComposer,,dbo:Person,dbo:Person
üblich,adjective,üblich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
estnisch,adjective,estnisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/writer,,dbo:Person,dbo:Person
irisch,adjective,irisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
offiziell,adjective,offiziell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
europäisch,adjective,europäisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
dänisch,adjective,dänisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
verschieden,adjective,verschieden,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
neu,adjective,neu,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
international,adjective,international,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
hoch,adjective,hoch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
damalig,adjective,damalig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
kommerziell,adjective,kommerziell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
norwegisch,adjective,norwegisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
gut,adjective,gut,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
stammend,adjective,stammend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
schweizerisch,adjective,schweizerisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
erschienen,adjective,erschienen,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
niederländisch,adjective,niederländisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
erneut,adjective,erneut,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
weiß,adjective,weiß,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
verantwortlich,adjective,verantwortlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
golden,adjective,golden,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
zusätzlich,adjective,zusätzlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
spanisch,adjective,spanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
bestehend,adjective,bestehend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
positiv,adjective,positiv,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
erhältlich,adjective,erhältlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
folgend,adjective,folgend,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
belgisch,adjective,belgisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
musikalisch,adjective,musikalisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
spät,adjective,spät,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
früh,adjective,früh,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
jung,adjective,jung,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
produziert,adjective,produziert,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
direkt,adjective,direkt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
hauptsächlich,adjective,hauptsächlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
gleichzeitig,adjective,gleichzeitig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
englischsprachig,adjective,englischsprachig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
finnisch,adjective,finnisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
exklusiv,adjective,exklusiv,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
unterschiedlich,adjective,unterschiedlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
fiktiv,adjective,fiktiv,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
populär,adjective,populär,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
kontrovers,adjective,kontrovers,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
schnell,adjective,schnell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
lang,adjective,lang,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
neuseeländisch,adjective,neuseeländisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
posthum,adjective,posthum,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
schottisch,adjective,schottisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
israelisch,adjective,israelisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
häufig,adjective,häufig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
ehemalig,adjective,ehemalig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
kolumbianisch,adjective,kolumbianisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
südkoreanisch,adjective,südkoreanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
mexikanisch,adjective,mexikanisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/author,,dbo:Person,dbo:Person
deutschsprachig,adjective,deutschsprachig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/successor,,dbo:Person,dbo:Person
vereinzelt,adjective,vereinzelt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
golden,adjective,golden,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/height,,dbo:Person,dbo:Person
gelegentlich,adjective,gelegentlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
vereinzelt,adjective,vereinzelt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/birthPlace,,dbo:Person,dbo:Person
vereinzelt,adjective,vereinzelt,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
konzentriert,adjective,konzentriert,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/country,,dbo:Person,dbo:Person
serbisch,adjective,serbisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/operator,,dbo:Person,dbo:Person
vollständig,adjective,vollständig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/operator,,dbo:Person,dbo:Person
gewöhnlich,adjective,gewöhnlich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/operator,,dbo:Person,dbo:Person
professionell,adjective,professionell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/operator,,dbo:Person,dbo:Person
erfolgreich,adjective,erfolgreich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/operator,,dbo:Person,dbo:Person
aktuell,adjective,aktuell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/operator,,dbo:Person,dbo:Person
hoch,adjective,hoch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/ground,,dbo:Person,dbo:Person
aktuell,adjective,aktuell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/ground,,dbo:Person,dbo:Person
offiziell,adjective,offiziell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/ground,,dbo:Person,dbo:Person
brasilianisch,adjective,brasilianisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/ground,,dbo:Person,dbo:Person
türkisch,adjective,türkisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/ground,,dbo:Person,dbo:Person
gegründet,adjective,gegründet,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/ground,,dbo:Person,dbo:Person
italienisch,adjective,italienisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/ground,,dbo:Person,dbo:Person
russisch,adjective,russisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/ground,,dbo:Person,dbo:Person
erfolgreich,adjective,erfolgreich,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/ground,,dbo:Person,dbo:Person
allgemein,adjective,allgemein,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/ground,,dbo:Person,dbo:Person
professionell,adjective,professionell,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/ground,,dbo:Person,dbo:Person
national,adjective,national,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/ground,,dbo:Person,dbo:Person
französisch,adjective,französisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/ground,,dbo:Person,dbo:Person
portugiesisch,adjective,portugiesisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/ground,,dbo:Person,dbo:Person
polnisch,adjective,polnisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/ground,,dbo:Person,dbo:Person
momentan,adjective,momentan,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/ground,,dbo:Person,dbo:Person
schottisch,adjective,schottisch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/ground,,dbo:Person,dbo:Person
heutig,adjective,heutig,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,http://dbpedia.org/ontology/ground,,dbo:Person,dbo:Person
